AC,4312.6,4312.6,3317.39,3317.39,3317.39,"3.815,00",3649.13,3980.86,4312.6,4146.73,4312.6,4312.6,4312.6,3980.86,3980.86,3980.86,2653.91,3980.86,3649.13,2653.91,4312.6,3317.39,3980.86,4312.6,4312.6,3980.86,2653.91,3980.86,951192.8,"0,0",951192.8
AL,3561.7,3561.7,2739.77,2739.77,2739.77,3150.74,3013.75,3287.72,3561.7,3424.71,3561.7,3561.7,3561.7,3287.72,3287.72,3287.72,2191.82,3287.72,3013.75,2191.82,3561.7,2739.77,3287.72,3561.7,3561.7,3287.72,2191.82,3287.72,1854734.5,377964.1,2232698.6
AM,3561.7,3561.7,2739.77,2739.77,2739.77,3150.74,3013.75,3287.72,3561.7,3424.71,3561.7,3561.7,3561.7,3287.72,3287.72,3287.72,2191.82,3287.72,3013.75,2191.82,3561.7,2739.77,3287.72,3561.7,3561.7,3287.72,2191.82,3287.72,2662803.8,"524.733,0",3187536.8
AP,4945.15,4945.15,3803.96,3803.96,3803.96,4374.56,4184.36,4564.76,4945.15,4754.96,4945.15,4945.15,4945.15,4564.76,4564.76,4564.76,3043.17,4564.76,4184.36,3043.17,4945.15,3803.96,4564.76,4945.15,4945.15,4564.76,3043.17,4564.76,"863.913,0","0,0","863.913,0"
BA,3561.7,3561.7,2739.77,2739.77,2739.77,3150.74,3013.75,3287.72,3561.7,3424.71,3561.7,3561.7,3561.7,3287.72,3287.72,3287.72,2191.82,3287.72,3013.75,2191.82,3561.7,2739.77,3287.72,3561.7,3561.7,3287.72,2191.82,3287.72,6976412.3,2501396.2,9477808.5
CE,3561.7,3561.7,2739.77,2739.77,2739.77,3150.74,3013.75,3287.72,3561.7,3424.71,3561.7,3561.7,3561.7,3287.72,3287.72,3287.72,2191.82,3287.72,3013.75,2191.82,3561.7,2739.77,3287.72,3561.7,3561.7,3287.72,2191.82,3287.72,4067377.4,1341972.3,5409349.7
DF,4499.28,4499.28,3460.99,3460.99,3460.99,3980.14,3807.09,4153.19,4499.28,4326.23,4499.28,4499.28,4499.28,4153.19,4153.19,4153.19,2768.79,4153.19,3807.09,2768.79,4499.28,3460.99,4153.19,4499.28,4499.28,4153.19,2768.79,4153.19,1747933.7,"0,0",1747933.7
ES,4371.11,4371.11,3362.39,3362.39,3362.39,3866.75,3698.63,4034.87,4371.11,4202.99,4371.11,4371.11,4371.11,4034.87,4034.87,4034.87,2689.91,4034.87,3698.63,2689.91,4371.11,3362.39,4034.87,4371.11,4371.11,4034.87,2689.91,4034.87,"2.820.722,0","0,0","2.820.722,0"
GO,4214.66,4214.66,3242.04,3242.04,3242.04,3728.35,3566.25,3890.45,4214.66,4052.56,4214.66,4214.66,4214.66,3890.45,3890.45,3890.45,2593.64,3890.45,3566.25,2593.64,4214.66,3242.04,3890.45,4214.66,4214.66,3890.45,2593.64,3890.45,4155953.6,"0,0",4155953.6
MA,3561.7,3561.7,2739.77,2739.77,2739.77,3150.74,3013.75,3287.72,3561.7,3424.71,3561.7,3561.7,3561.7,3287.72,3287.72,3287.72,2191.82,3287.72,3013.75,2191.82,3561.7,2739.77,3287.72,3561.7,3561.7,3287.72,2191.82,3287.72,2945821.8,2809928.7,5755750.6
MG,3655.11,3655.11,2811.62,2811.62,2811.62,3233.37,3092.79,3373.95,3655.11,3514.53,3655.11,3655.11,3655.11,3373.95,3373.95,3373.95,2249.3,3373.95,3092.79,2249.3,3655.11,2811.62,3373.95,3655.11,3655.11,3373.95,2249.3,3373.95,12087044.6,"0,0",12087044.6
MS,4319.05,4319.05,3322.34,3322.34,3322.34,3820.7,3654.58,3986.81,4319.05,4152.93,4319.05,4319.05,4319.05,3986.81,3986.81,3986.81,2657.88,3986.81,3654.58,2657.88,4319.05,3322.34,3986.81,4319.05,4319.05,3986.81,2657.88,3986.81,2154069.2,"0,0",2154069.2
MT,3661.7,3661.7,2816.69,2816.69,2816.69,3239.19,3098.36,3380.03,3661.7,3520.86,3661.7,3661.7,3661.7,3380.03,3380.03,3380.03,2253.35,3380.03,3098.36,2253.35,3661.7,2816.69,3380.03,3661.7,3661.7,3380.03,2253.35,3380.03,"2.361.953,0","0,0","2.361.953,0"
PA,3561.7,3561.7,2739.77,2739.77,2739.77,3150.74,3013.75,3287.72,3561.7,3424.71,3561.7,3561.7,3561.7,3287.72,3287.72,3287.72,2191.82,3287.72,3013.75,2191.82,3561.7,2739.77,3287.72,3561.7,3561.7,3287.72,2191.82,3287.72,3905751.5,2607733.2,6513484.7
PB,3561.7,3561.7,2739.77,2739.77,2739.77,3150.74,3013.75,3287.72,3561.7,3424.71,3561.7,3561.7,3561.7,3287.72,3287.72,3287.72,2191.82,3287.72,3013.75,2191.82,3561.7,2739.77,3287.72,3561.7,3561.7,3287.72,2191.82,3287.72,2245812.4,181366.3,2427178.7
PE,3561.7,3561.7,2739.77,2739.77,2739.77,3150.74,3013.75,3287.72,3561.7,3424.71,3561.7,3561.7,3561.7,3287.72,3287.72,3287.72,2191.82,3287.72,3013.75,2191.82,3561.7,2739.77,3287.72,3561.7,3561.7,3287.72,2191.82,3287.72,4829447.5,505455.1,5334902.6
PI,3561.7,3561.7,2739.77,2739.77,2739.77,3150.74,3013.75,3287.72,3561.7,3424.71,3561.7,3561.7,3561.7,3287.72,3287.72,3287.72,2191.82,3287.72,3013.75,2191.82,3561.7,2739.77,3287.72,3561.7,3561.7,3287.72,2191.82,3287.72,1877429.7,456213.9,2333643.5
PR,4123.57,4123.57,3171.98,3171.98,3171.98,3647.77,3489.17,3806.37,4123.57,3964.97,4123.57,4123.57,4123.57,3806.37,3806.37,3806.37,2537.58,3806.37,3489.17,2537.58,4123.57,3171.98,3806.37,4123.57,4123.57,3806.37,2537.58,3806.37,7669718.3,"0,0",7669718.3
RJ,4164.13,4164.13,3203.18,3203.18,3203.18,3683.65,3523.49,3843.81,4164.13,4003.97,4164.13,4164.13,4164.13,3843.81,3843.81,3843.81,2562.54,3843.81,3523.49,2562.54,4164.13,3203.18,3843.81,4164.13,4164.13,3843.81,2562.54,3843.81,8614402.8,"0,0",8614402.8
RN,3619.17,3619.17,2783.98,2783.98,2783.98,3201.58,3062.38,3340.78,3619.17,3479.97,3619.17,3619.17,3619.17,3340.78,3340.78,3340.78,2227.18,3340.78,3062.38,2227.18,3619.17,2783.98,3340.78,3619.17,3619.17,3340.78,2227.18,3340.78,2069292.1,"0,0",2069292.1
RO,4276.18,4276.18,3289.37,3289.37,3289.37,3782.77,3618.3,3947.24,4276.18,4111.71,4276.18,4276.18,4276.18,3947.24,3947.24,3947.24,2631.49,3947.24,3618.3,2631.49,4276.18,3289.37,3947.24,4276.18,4276.18,3947.24,2631.49,3947.24,1453899.9,"0,0",1453899.9
RR,6167.31,6167.31,4744.08,4744.08,4744.08,5455.7,5218.49,5692.9,6167.31,5930.1,6167.31,6167.31,6167.31,5692.9,5692.9,5692.9,3795.27,5692.9,5218.49,3795.27,6167.31,4744.08,5692.9,6167.31,6167.31,5692.9,3795.27,5692.9,"685.098,0","0,0","685.098,0"
