MG,3952.45,3952.45,3040.35,3040.35,3040.35,3496.4,3344.38,3648.42,3952.45,3800.44,3952.45,3952.45,3952.45,3648.42,3648.42,3648.42,2432.28,3648.42,3344.38,2432.28,3952.45,3040.35,3952.45,3952.45,3952.45,3648.42,2432.28,3648.42,"13.196.277,0","0,0","13.196.277,0"
MS,4217.45,4217.45,3244.19,3244.19,3244.19,3730.82,3568.61,3893.03,4217.45,4055.24,4217.45,4217.45,4217.45,3893.03,3893.03,3893.03,2595.35,3893.03,3568.61,2595.35,4217.45,3244.19,4217.45,4217.45,4217.45,3893.03,2595.35,3893.03,2130583.2,"0,0",2130583.2
MT,4140.96,4140.96,3185.35,3185.35,3185.35,3663.15,3503.89,3822.42,4140.96,3981.69,4140.96,4140.96,4140.96,3822.42,3822.42,3822.42,2548.28,3822.42,3503.89,2548.28,4140.96,3185.35,4140.96,4140.96,4140.96,3822.42,2548.28,3822.42,2614075.8,"0,0",2614075.8
PA,3804.53,3804.53,2926.56,2926.56,2926.56,3365.54,3219.21,3511.87,3804.53,3658.2,3804.53,3804.53,3804.53,3511.87,3511.87,3511.87,2341.25,3511.87,3219.21,2341.25,3804.53,2926.56,3804.53,3804.53,3804.53,3511.87,2341.25,3511.87,3758697.3,"3.023.448,0",6782145.3
PB,3804.53,3804.53,2926.56,2926.56,2926.56,3365.54,3219.21,3511.87,3804.53,3658.2,3804.53,3804.53,3804.53,3511.87,3511.87,3511.87,2341.25,3511.87,3219.21,2341.25,3804.53,2926.56,3804.53,3804.53,3804.53,3511.87,2341.25,3511.87,"2.393.681,0",161187.9,"2.554.869,0"
PE,3804.53,3804.53,2926.56,2926.56,2926.56,3365.54,3219.21,3511.87,3804.53,3658.2,3804.53,3804.53,3804.53,3511.87,3511.87,3511.87,2341.25,3511.87,3219.21,2341.25,3804.53,2926.56,3804.53,3804.53,3804.53,3511.87,2341.25,3511.87,5057319.7,486370.2,"5.543.690,0"
PI,3961.4,3961.4,3047.23,3047.23,2926.56,3365.54,3219.21,3511.87,3804.53,3809.04,3961.4,3961.4,3961.4,3656.68,3656.68,3656.68,2092.35,3138.52,3351.95,2437.78,3961.4,3047.23,3804.53,3804.53,3804.53,3138.52,2092.35,3138.52,1958164.6,590704.7,2548869.4
PR,4573.62,4573.62,3518.17,3518.17,3518.17,4045.9,3869.99,4221.81,4573.62,4397.71,4573.62,4573.62,4573.62,4221.81,4221.81,4221.81,2814.54,4221.81,3869.99,2814.54,4573.62,3518.17,4573.62,4573.62,4573.62,4221.81,2814.54,4221.81,8475183.8,"0,0",8475183.8
RJ,3866.47,3866.47,2974.21,2974.21,2974.21,3420.34,3271.63,3569.05,3866.47,3717.76,3866.47,3866.47,3866.47,3569.05,3569.05,3569.05,2379.37,3569.05,3271.63,2379.37,3866.47,2974.21,3866.47,3866.47,3866.47,3569.05,2379.37,3569.05,8002314.3,"0,0",8002314.3
RN,3970.87,3970.87,3054.52,3054.52,3054.52,3512.7,3359.97,3665.42,3970.87,3818.15,3970.87,3970.87,3970.87,3665.42,3665.42,3665.42,2443.61,3665.42,3359.97,2443.61,3970.87,3054.52,3970.87,3970.87,3970.87,3665.42,2443.61,3665.42,"2.182.359,0","0,0","2.182.359,0"
RO,4050.66,4050.66,3115.89,3115.89,3115.89,3583.27,3427.48,3739.07,4050.66,3894.86,4050.66,4050.66,4050.66,3739.07,3739.07,3739.07,2492.71,3739.07,3427.48,2492.71,4050.66,3115.89,4050.66,4050.66,4050.66,3739.07,2492.71,3739.07,1331396.8,"0,0",1331396.8
RR,5962.56,5962.56,4586.59,4586.59,4586.59,5274.58,5045.25,5503.91,5962.56,5733.24,5962.56,5962.56,5962.56,5503.91,5503.91,5503.91,3669.27,5503.91,5045.25,3669.27,5962.56,4586.59,5962.56,5962.56,5962.56,5503.91,3669.27,5503.91,665734.5,"0,0",665734.5
RS,5173.97,5173.97,3979.98,3979.98,3979.98,4576.97,4377.97,4775.97,5173.97,4974.97,5173.97,5173.97,5173.97,4775.97,4775.97,4775.97,3183.98,4775.97,4377.97,3183.98,5173.97,3979.98,5173.97,5173.97,5173.97,4775.97,3183.98,4775.97,"8.525.418,0","0,0","8.525.418,0"
SC,"4.760,00","4.760,00",3661.54,3661.54,3661.54,4210.77,4027.69,4393.84,"4.760,00",4576.92,"4.760,00","4.760,00","4.760,00",4393.84,4393.84,4393.84,2929.23,4393.84,4027.69,2929.23,"4.760,00",3661.54,"4.760,00","4.760,00","4.760,00",4393.84,2929.23,4393.84,"5.210.841,0","0,0","5.210.841,0"
SE,4438.84,4438.84,3414.49,3414.49,3414.49,3926.66,3755.94,4097.39,4438.84,4268.11,4438.84,4438.84,4438.84,4097.39,4097.39,4097.39,2731.59,4097.39,3755.94,2731.59,4438.84,3414.49,4438.84,4438.84,4438.84,4097.39,2731.59,4097.39,1590844.7,"0,0",1590844.7
SP,"4.641,00","4.641,00","3.570,00","3.570,00","3.570,00",4105.5,"3.927,00","4.284,00","4.641,00",4462.5,"4.641,00","4.641,00","4.641,00","4.284,00","4.284,00","4.284,00","2.856,00","4.284,00","3.927,00","2.856,00","4.641,00","3.570,00","4.641,00","4.641,00","4.641,00","4.284,00","2.856,00","4.284,00",31609224.4,"0,0",31609224.4
TO,4695.11,4695.11,3611.63,3611.63,3611.63,4153.37,3972.79,4333.95,4695.11,4514.53,4695.11,4695.11,4695.11,4333.95,4333.95,4333.95,2889.3,4333.95,3972.79,2889.3,4695.11,3611.63,4695.11,4695.11,4695.11,4333.95,2889.3,4333.95,1483743.9,"0,0",1483743.9
